Customer_ID,risk_score,risk_bucket,expected_loss,flag_manual_review,flag_credit_freeze
112,0.19825643341269175,Low Risk,15860.514673015341,False,False
113,0.05333600743540431,Low Risk,12800.641784497035,False,False
114,0.12259603473724576,Low Risk,9807.68277897966,False,False
115,0.30126511283561497,Medium Risk,60253.02256712299,False,False
116,0.0708159668574784,Low Risk,25493.748068692224,False,False
117,0.38807061575236435,Medium Risk,100898.36009561473,False,False
118,0.39531088007488524,Medium Risk,142311.91682695868,False,False
119,0.15291840040713237,Low Risk,3058.3680081426473,False,False
120,0.06783815567181661,Low Risk,1356.7631134363323,False,False
121,0.17255735688899007,Low Risk,5176.720706669702,False,False
122,0.0564025574969773,Low Risk,18612.84397400251,False,False
123,0.05163906180155162,Low Risk,10844.20297832584,False,False
124,0.6532983645256893,High Risk,39197.90187154136,False,False
125,0.1493028361313604,Low Risk,46283.87920072172,False,False
126,0.029480240639986034,Low Risk,5896.048127997206,False,False
127,0.3721738777753565,Medium Risk,37217.38777753565,False,False
128,0.8455727721911155,High Risk,33822.91088764462,False,False
129,0.12340806619910939,Low Risk,22213.45191583969,False,False
130,0.17834777371126864,Low Risk,8917.388685563432,False,False
131,0.28816994185582806,Low Risk,23053.595348466246,False,False
132,0.06306112538779828,Low Risk,6936.72379265781,False,False
133,0.1938076320645833,Low Risk,3876.152641291666,False,False
134,0.11427153208263054,Low Risk,27425.16769983133,False,False
135,0.22471943145593326,Low Risk,4494.388629118665,False,False
136,0.12537031815508992,Low Risk,52655.53362513777,False,False
137,0.2831158934156752,Low Risk,33973.90720988103,False,False
138,0.05922327832347935,Low Risk,20135.91462998298,False,False
139,0.2361004271406303,Low Risk,51942.093970938666,False,False
140,0.23976699207934837,Low Risk,7193.009762380451,False,False
141,0.6137700708208101,High Risk,12275.401416416204,False,False
142,0.22300492024018456,Low Risk,11150.246012009227,False,False
143,0.11524915864422448,Low Risk,2304.9831728844897,False,False
144,0.29550504830245516,Low Risk,14775.252415122759,False,False
145,0.525132550670179,Medium Risk,26256.627533508952,False,False
146,0.7831715113837107,High Risk,117475.7267075566,True,False
147,0.0862513012497151,Low Risk,31050.468449897435,False,False
148,0.32241942338038976,Medium Risk,19345.165402823386,False,False
149,0.01938501251316786,Low Risk,8723.255630925536,False,False
150,0.09406885214269425,Low Risk,2822.0655642808274,False,False
151,0.05857247544819802,Low Risk,14643.118862049505,False,False
152,0.016304339235346087,Low Risk,8152.169617673044,False,False
153,0.033109554328336926,Low Risk,13243.82173133477,False,False
154,0.06922882073692443,Low Risk,9692.03490316942,False,False
155,0.20705510904875457,Low Risk,10352.755452437728,False,False
156,0.1721155825632492,Low Risk,8605.77912816246,False,False
157,0.19739533876981094,Low Risk,39479.06775396219,False,False
158,0.12747571038045466,Low Risk,3824.27131141364,False,False
159,0.584755492044575,Medium Risk,146188.87301114376,False,False
160,0.087690348179079,Low Risk,13153.55222686185,False,False
161,0.07042147523461212,Low Risk,10563.221285191818,False,False
162,0.11799261713647653,Low Risk,8259.483199553357,False,False
163,0.1623047413306412,Low Risk,4869.142239919236,False,False
164,0.28455467462965944,Low Risk,34146.560955559136,False,False
165,0.15823399532027513,Low Risk,28482.119157649522,False,False
166,0.310498725673046,Medium Risk,37259.84708076552,False,False
167,0.06869290092940623,Low Risk,8930.07712082281,False,False
168,0.19514106387084146,Low Risk,3902.821277416829,False,False
169,0.1603441833973211,Low Risk,8017.209169866054,False,False
170,0.1907968079833479,Low Risk,38159.36159666958,False,False
171,0.06337510390105491,Low Risk,3168.755195052746,False,False
172,0.3801784634372962,Medium Risk,30414.277074983696,False,False
173,0.038791874627928095,Low Risk,5818.781194189214,False,False
174,0.23315068564385982,Low Risk,39635.61655945617,False,False
175,0.09844089548415809,Low Risk,4922.044774207904,False,False
176,0.05384930367489134,Low Risk,17770.270212714142,False,False
177,0.03145651083839176,Low Risk,15728.255419195879,False,False
178,0.07300662174987174,Low Risk,10220.927044982043,False,False
179,0.09598508077484179,Low Risk,15357.612923974686,False,False
180,0.7165803690448238,High Risk,93155.44797582709,False,False
181,0.29041836864910475,Low Risk,5808.367372982095,False,False
182,0.010677260374009092,Low Risk,3523.4959234230005,False,False
183,0.6602728801034099,High Risk,191479.13522998887,False,False
184,0.06928154034449183,Low Risk,5542.523227559346,False,False
185,0.6132993567131104,High Risk,12265.987134262208,False,False
186,0.05833637376679062,Low Risk,28001.459408059498,False,False
187,0.16439747886024633,Low Risk,4931.92436580739,False,False
188,0.10083844196845723,Low Risk,6050.3065181074335,False,False
189,0.039619295731552415,Low Risk,17432.490121883064,False,False
190,0.26623614892597103,Low Risk,77208.4831885316,False,False
191,0.07898183014365726,Low Risk,5528.728110056008,False,False
192,0.049736382976716106,Low Risk,2486.819148835805,False,False
193,0.04246575154941733,Low Risk,21232.875774708664,False,False
194,0.5335898211072512,Medium Risk,26679.49105536256,False,False
195,0.5533058224564702,Medium Risk,44264.465796517616,False,False
196,0.10567498741688604,Low Risk,3170.249622506581,False,False
197,0.1831463875519156,Low Risk,9157.319377595779,False,False
198,0.14364770094660687,Low Risk,68950.8964543713,False,False
199,0.1771674839233414,Low Risk,8858.37419616707,False,False
200,0.11493163639724445,Low Risk,20687.694551504002,False,False
201,0.04535544589988684,Low Risk,12699.524851968315,False,False
202,0.34857526833833974,Medium Risk,3485.752683383397,False,False
203,0.5626304965615512,Medium Risk,5626.304965615512,False,False
204,0.08699520801515989,Low Risk,25228.61032439637,False,False
205,0.1562995149428789,Low Risk,37511.88358629093,False,False
206,0.12438425976882983,Low Risk,2487.6851953765968,False,False
207,0.07992228990535095,Low Risk,9590.674788642114,False,False
208,0.015165257466417531,Low Risk,10160.722502499746,False,False
209,0.7024855125296805,High Risk,351242.75626484025,False,False
210,0.1480180465635579,Low Risk,7400.9023281778955,False,False
211,0.05632178277993654,Low Risk,23655.148767573348,False,False
212,0.08791435979255662,Low Risk,17582.87195851132,False,False
213,0.26187138223380446,Low Risk,7856.141467014134,False,False
214,0.038093770776206785,Low Risk,10285.318109575832,False,False
215,0.14321404114297553,Low Risk,44396.35275432242,False,False
216,0.4837929223699766,Medium Risk,4837.929223699766,False,False
217,0.09927755271012818,Low Risk,19855.510542025637,False,False
218,0.07787601952380553,Low Risk,17132.724295237218,False,False
219,0.089547720201977,Low Risk,7163.8176161581605,False,False
220,0.13275899427576804,Low Risk,46465.64799651881,False,False
221,0.08747633350564189,Low Risk,4373.816675282094,False,False
222,0.04173388824192573,Low Risk,834.6777648385147,False,False
223,0.7084012035237262,High Risk,14168.024070474523,False,False
224,0.23591827147818126,Low Risk,4718.365429563625,False,False
225,0.13053294424607584,Low Risk,2610.658884921517,False,False
226,0.041751495733290664,Low Risk,19205.688037313706,False,False
227,0.25901393431195785,Low Risk,28491.532774315365,False,False
228,0.10417501075398121,Low Risk,20835.00215079624,False,False
229,0.07699439463362928,Low Risk,17708.710765734733,False,False
230,0.1456358845884442,Low Risk,7281.79422942221,False,False
231,0.4125647222323239,Medium Risk,12376.941666969717,False,False
232,0.16942101432980075,Low Risk,20330.52171957609,False,False
233,0.05036207869054131,Low Risk,15612.244394067806,False,False
234,0.14504246312745636,Low Risk,7252.123156372818,False,False
235,0.20358337385445469,Low Risk,30537.506078168204,False,False
236,0.12879002109893992,Low Risk,64395.01054946996,False,False
237,0.44227961925407416,Medium Risk,13268.388577622225,False,False
238,0.1992059099649073,Low Risk,45817.35929192868,False,False
239,0.7512543085427287,High Risk,75125.43085427287,False,False
240,0.2233889620449353,Low Risk,46911.682029436415,False,False
241,0.11212127651620239,Low Risk,50454.574432291076,False,False
242,0.060145534001639814,Low Risk,12630.56214034436,False,False
243,0.13094799861824652,Low Risk,58926.599378210936,False,False
244,0.04856780228305177,Low Risk,18941.44289039019,False,False
245,0.08646533034125159,Low Risk,8646.53303412516,False,False
246,0.3788711205562756,Medium Risk,136393.60340025922,False,False
247,0.13778917959834078,Low Risk,41336.753879502234,False,False
248,0.3868829434724276,Medium Risk,7737.658869448552,False,False
249,0.172049623990267,Low Risk,43012.40599756675,False,False
250,0.0810701847309169,Low Risk,19456.844335420057,False,False
251,0.14005253532599174,Low Risk,7002.626766299587,False,False
252,0.027102058238307178,Low Risk,8401.638053875226,False,False
253,0.029639165921249426,Low Risk,8595.358117162334,False,False
254,0.25475704099229024,Low Risk,53498.97860838095,False,False
255,0.816983275321268,High Risk,24509.49825963804,False,False
256,0.0670406080936611,Low Risk,3352.0304046830547,False,False
257,0.09471045033650047,Low Risk,4735.522516825024,False,False
258,0.026901154478638337,Low Risk,10760.461791455335,False,False
259,0.4934084157297772,Medium Risk,39472.67325838218,False,False
260,0.16642695840820826,Low Risk,3328.539168164165,False,False
261,0.02696117161305964,Low Risk,13480.58580652982,False,False
262,0.06357289460931258,Low Risk,8900.205245303761,False,False
263,0.23329504592130332,Low Risk,6998.851377639099,False,False
264,0.052897748899682656,Low Risk,26448.87444984133,False,False
265,0.04906141280736876,Low Risk,10793.510817621127,False,False
266,0.1725015159037919,Low Risk,62100.54572536508,False,False
267,0.3058820611811128,Medium Risk,64235.23284803368,False,False
268,0.052519006853059595,Low Risk,12079.371576203706,False,False
269,0.09580702124492606,Low Risk,20119.47446143447,False,False
270,0.0763195200702701,Low Risk,19843.075218270224,False,False
271,0.02413802554585937,Low Risk,9655.210218343747,False,False
272,0.1328485410511449,Low Risk,21255.766568183186,False,False
273,0.6013159202871049,High Risk,48105.273622968394,False,False
274,0.07480916279891178,Low Risk,17954.19907173883,False,False
275,0.7245453592463963,High Risk,21736.36077739189,False,False
276,0.23910932867724813,Low Risk,19128.74629417985,False,False
277,0.12942681093023786,Low Risk,2588.5362186047573,False,False
278,0.08469953720287492,Low Risk,14398.921324488736,False,False
279,0.06967615112517353,Low Risk,13935.230225034706,False,False
280,0.20598619950281005,Low Risk,41197.23990056201,False,False
281,0.22912522173523941,Low Risk,52698.800999105064,False,False
282,0.09962191583514801,Low Risk,17931.944850326643,False,False
283,0.1429789145658432,Low Risk,15727.680602242752,False,False
284,0.23971397908714565,Low Risk,11985.698954357282,False,False
285,0.17153126472213767,Low Risk,24014.377061099272,False,False
286,0.12932716910541422,Low Risk,27158.70551213699,False,False
287,0.20519062470863872,Low Risk,71816.71864802355,False,False
288,0.1609167407909873,Low Risk,32183.348158197463,False,False
289,0.27283766506502244,Low Risk,65481.03961560538,False,False
290,0.6140521223810808,High Risk,18421.56367143242,False,False
291,0.03424652935655048,Low Risk,5821.909990613582,False,False
292,0.2721833449188477,Low Risk,21774.667593507816,False,False
293,0.5000026253769434,Medium Risk,55000.288791463776,False,False
294,0.3001166436037064,Medium Risk,3001.1664360370637,False,False
295,0.1546069004543318,Low Risk,10822.483031803227,False,False
296,0.11203267942411103,Low Risk,13443.921530893324,False,False
297,0.0911693762082897,Low Risk,26439.119100404012,False,False
298,0.7277411606399555,High Risk,21832.234819198668,False,False
299,0.11470213072248177,Low Risk,8029.149150573724,False,False
300,0.13142554610923024,Low Risk,6571.277305461512,False,False
301,0.0889963911018944,Low Risk,4449.81955509472,False,False
302,0.18198134754289483,Low Risk,30936.82908229212,False,False
303,0.10483732594109904,Low Risk,12580.479112931886,False,False
304,0.2413828828984481,Low Risk,82070.18018547235,False,False
305,0.1709014335542349,Low Risk,27344.229368677585,False,False
306,0.13923378903435932,Low Risk,6961.689451717966,False,False
307,0.05462634843577099,Low Risk,8193.952265365648,False,False
308,0.09320577614773373,Low Risk,4660.288807386687,False,False
309,0.049806179080722456,Low Risk,4980.617908072246,False,False
310,0.03936247302838685,Low Risk,11808.741908516055,False,False
311,0.22984576837869097,Low Risk,18387.66147029528,False,False
312,0.11541862112708792,Low Risk,4616.744845083517,False,False
313,0.10650666599484178,Low Risk,8520.533279587342,False,False
314,0.10968592823447978,Low Risk,19743.46708220636,False,False
315,0.03996754993590048,Low Risk,9592.211984616115,False,False
316,0.05085308835259079,Low Risk,4068.247068207263,False,False
317,0.26915029799454177,Low Risk,37681.04171923584,False,False
318,0.05654862692234118,Low Risk,3958.4038845638825,False,False
319,0.5455452583058598,Medium Risk,10910.905166117194,False,False
320,0.10388759852710637,Low Risk,21816.395690692338,False,False
321,0.7354640363045916,High Risk,44127.842178275496,False,False
322,0.10784669657395693,Low Risk,9706.202691656124,False,False
323,0.10907082752050663,Low Risk,19632.748953691193,False,False
324,0.4603272648876363,Medium Risk,50635.99913763999,False,False
325,0.08630485823524268,Low Risk,9493.534405876695,False,False
326,0.11963093444713185,Low Risk,23926.18688942637,False,False
327,0.3768293006800697,Medium Risk,45219.516081608366,False,False
328,0.06889448065199302,Low Risk,11712.061710838814,False,False
329,0.6788225900810738,High Risk,257952.58423080805,False,False
330,0.1025258227336629,Low Risk,7176.807591356403,False,False
331,0.14424112513206758,Low Risk,51926.80504754433,False,False
332,0.16088108262482712,Low Risk,14479.297436234441,False,False
333,0.1040723334228925,Low Risk,27058.80668995205,False,False
334,0.06986197190121379,Low Risk,6287.577471109242,False,False
335,0.5255595378426229,Medium Risk,10511.190756852458,False,False
336,0.04951870489205614,Low Risk,9903.740978411228,False,False
337,0.2552958992452498,Low Risk,53612.13884150246,False,False
338,0.7643052290356172,High Risk,68787.47061320554,False,False
339,0.1804172162793808,Low Risk,5412.516488381423,False,False
340,0.11610526595625056,Low Risk,9288.421276500045,False,False
341,0.15798531569054822,Low Risk,7899.265784527411,False,False
342,0.027813040375574034,Low Risk,6396.999286382028,False,False
343,0.06588270341686715,Low Risk,32941.351708433576,False,False
344,0.14831350376153005,Low Risk,14831.350376153005,False,False
345,0.3147911385250537,Medium Risk,81845.69601651396,False,False
346,0.137596375983224,Low Risk,20639.4563974836,False,False
347,0.7069917735193626,High Risk,14139.835470387252,False,False
348,0.1979276473284492,Low Risk,39585.52946568984,False,False
349,0.06363256192176561,Low Risk,25453.024768706244,False,False
350,0.40467649730184146,Medium Risk,8093.52994603683,False,False
351,0.07183378914211001,Low Risk,5746.703131368801,False,False
352,0.13503237053081335,Low Risk,10802.589642465067,False,False
353,0.07124594591609872,Low Risk,12111.81080573678,False,False
354,0.06460694872360921,Low Risk,13567.459231957935,False,False
355,0.6034408591604299,High Risk,48275.26873283439,False,False
356,0.32461879907213614,Medium Risk,6492.375981442723,False,False
357,0.58724793730129,Medium Risk,11744.958746025799,False,False
358,0.04556444981521785,Low Risk,6379.022974130499,False,False
359,0.24041426470331875,Low Risk,7212.427941099562,False,False
360,0.0946783884303139,Low Risk,21776.029338972196,False,False
361,0.22046415108178266,Low Risk,55116.03777044566,False,False
362,0.1345934071699525,Low Risk,24226.81329059145,False,False
363,0.10954186372279659,Low Risk,27385.46593069915,False,False
364,0.25568430967657463,Low Risk,10227.372387062986,False,False
365,0.13327141769618897,Low Risk,6663.570884809448,False,False
366,0.46699280797280507,Medium Risk,9339.856159456102,False,False
367,0.07658462747608716,Low Risk,13785.232945695689,False,False
368,0.12325158760487132,Low Risk,36975.47628146139,False,False
369,0.1207245355231591,Low Risk,21730.41639416864,False,False
370,0.10347264717699159,Low Risk,23798.708850708066,False,False
371,0.21204344159600944,Low Risk,10602.172079800472,False,False
372,0.09669272835013393,Low Risk,29007.818505040177,False,False
373,0.021072534424452102,Low Risk,10536.267212226052,False,False
374,0.2596963686858539,Low Risk,41551.41898973662,False,False
375,0.28332170138361984,Low Risk,2833.2170138361985,False,False
376,0.16141551496830311,Low Risk,12913.24119746425,False,False
377,0.18395569340339807,Low Risk,16556.012406305825,False,False
378,0.10779331427678294,Low Risk,28026.261711963565,False,False
379,0.02530500173682317,Low Risk,6832.350468942255,False,False
380,0.05895866458027804,Low Risk,4716.693166422243,False,False
381,0.2039671287594182,Low Risk,16317.370300753455,False,False
382,0.3127775827733097,Medium Risk,15638.879138665485,False,False
383,0.21786352267775874,Low Risk,10893.176133887937,False,False
384,0.4495917330027839,Medium Risk,13487.751990083516,False,False
385,0.0668936766171568,Low Risk,4682.5573632009755,False,False
386,0.17533309101884043,Low Risk,10519.985461130425,False,False
387,0.1481946986482276,Low Risk,57795.93247280876,False,False
388,0.0821441234823305,Low Risk,16428.824696466098,False,False
389,0.15207812584128538,Low Risk,15207.812584128538,False,False
390,0.10382123606176562,Low Risk,7267.486524323594,False,False
391,0.11713881439432146,Low Risk,36313.03246223965,False,False
392,0.14767803261635806,Low Risk,2953.5606523271613,False,False
393,0.6654880416865333,High Risk,6654.880416865333,False,False
394,0.1211716503171719,Low Risk,6058.582515858595,False,False
395,0.13384695996213597,Low Risk,1338.4695996213597,False,False
396,0.05982818939102492,Low Risk,20341.584392948473,False,False
397,0.06484812755106635,Low Risk,12969.62551021327,False,False
398,0.12385006128547547,Low Risk,2477.0012257095095,False,False
399,0.48727080871946093,Medium Risk,9745.416174389218,False,False
400,0.18988567456646155,Low Risk,43673.70515028616,False,False
401,0.04847930502375907,Low Risk,14543.791507127722,False,False
402,0.23384137869242233,Low Risk,23384.137869242233,False,False
403,0.1537354019104797,Low Risk,21522.95626746716,False,False
404,0.19802677535270258,Low Risk,49506.69383817564,False,False
405,0.32392290274272006,Medium Risk,32392.290274272007,False,False
406,0.04027720859249327,Low Risk,12083.162577747982,False,False
407,0.041037986522501936,Low Risk,9438.736900175445,False,False
408,0.22093679552299939,Low Risk,35349.8872836799,False,False
409,0.0584941218105118,Low Risk,14623.53045262795,False,False
410,0.11919823501040792,Low Risk,4767.929400416317,False,False
411,0.10784296076164689,Low Risk,17254.873721863503,False,False
412,0.3021111233676028,Medium Risk,6042.222467352057,False,False
413,0.3706537812868642,Medium Risk,18532.689064343213,False,False
414,0.13874676908249942,Low Risk,15262.144599074936,False,False
415,0.14077906001435578,Low Risk,32379.18380330183,False,False
416,0.11706367235249877,Low Risk,26924.64464107472,False,False
417,0.0401546576433975,Low Risk,11243.3041401513,False,False
418,0.1749378615278506,Low Risk,13995.028922228048,False,False
419,0.11903984147513574,Low Risk,5951.992073756787,False,False
420,0.09720394400278377,Low Risk,33049.34096094648,False,False
421,0.06140600223915722,Low Risk,12281.200447831445,False,False
422,0.17250997233725607,Low Risk,3450.1994467451213,False,False
423,0.6217935489440457,High Risk,31089.677447202284,False,False
424,0.03856096285117291,Low Risk,13881.946626422246,False,False
425,0.05228727248443601,Low Risk,13594.690845953362,False,False
426,0.6920406870660833,High Risk,20761.2206119825,False,False
427,0.1612003750993375,Low Risk,66092.15379072836,False,False
428,0.048507987766514646,Low Risk,2910.479265990879,False,False
429,0.026819378440371078,Low Risk,13409.689220185539,False,False
430,0.08285262967494929,Low Risk,16570.52593498986,False,False
431,0.1933324892092656,Low Risk,5799.974676277968,False,False
432,0.08049895585789042,Low Risk,12074.843378683563,False,False
433,0.7991443043494638,High Risk,159828.86086989276,True,False
434,0.25436330272669255,Low Risk,38154.49540900388,False,False
435,0.12295863765917076,Low Risk,12295.863765917076,False,False
436,0.029009621993718152,Low Risk,9573.17525792699,False,False
437,0.2908831166090592,Low Risk,14544.155830452959,False,False
438,0.05528704541368906,Low Risk,21009.077257201843,False,False
439,0.5590055307757271,Medium Risk,27950.276538786355,False,False
440,0.11671603943221634,Low Risk,21008.887097798943,False,False
441,0.10132917007596398,Low Risk,30398.751022789194,False,False
442,0.0690708693449549,Low Risk,10360.630401743236,False,False
443,0.2020384244230121,Low Risk,52529.99034998314,False,False
444,0.4734264304548812,Medium Risk,23671.32152274406,False,False
445,0.1431547055541038,Low Risk,40083.317555149064,False,False
446,0.17619113950475399,Low Risk,42285.87348114096,False,False
447,0.05979489614659969,Low Risk,10763.081306387945,False,False
448,0.7757490174524344,High Risk,100847.37226881647,True,False
449,0.11150771605125444,Low Risk,33452.31481537633,False,False
450,0.11500559821173321,Low Risk,21851.063660229313,False,False
451,0.15302878167090625,Low Risk,3060.575633418125,False,False
452,0.19506341029222662,Low Risk,3901.2682058445325,False,False
453,0.454059508802807,Medium Risk,95352.49684858946,False,False
454,0.15110487727991767,Low Risk,7555.243863995884,False,False
455,0.14134805827299562,Low Risk,8480.883496379738,False,False
456,0.07438619201326216,Low Risk,14877.238402652432,False,False
457,0.05901850725519564,Low Risk,24787.77304718217,False,False
458,0.10578629899806642,Low Risk,21157.259799613283,False,False
459,0.033612557696318386,Low Risk,6050.260385337309,False,False
460,0.06032904831869296,Low Risk,15082.262079673239,False,False
461,0.4696982643346122,Medium Risk,37575.86114676898,False,False
462,0.4146965307339355,Medium Risk,41469.65307339355,False,False
463,0.3706085787174601,Medium Risk,55591.28680761901,False,False
464,0.04483345662710182,Low Risk,6725.018494065273,False,False
465,0.04161724194708112,Low Risk,19560.103715128127,False,False
466,0.14036925482031745,Low Risk,33688.62115687619,False,False
467,0.30837044697078025,Medium Risk,6167.408939415605,False,False
468,0.675646533752927,High Risk,54051.72270023416,False,False
469,0.13449513318489506,Low Risk,21519.22130958321,False,False
470,0.05498565460516176,Low Risk,14296.270197342059,False,False
471,0.0818478043408009,Low Risk,13914.126737936152,False,False
472,0.0491224985257506,Low Risk,14245.524572467675,False,False
473,0.07382447004603969,Low Risk,20670.851612891114,False,False
474,0.07940027096966343,Low Risk,6352.021677573074,False,False
475,0.127688939477581,Low Risk,51075.5757910324,False,False
476,0.3768139044679631,Medium Risk,7536.278089359262,False,False
477,0.14887803073686048,Low Risk,2977.5606147372096,False,False
478,0.11468760294100282,Low Risk,17203.140441150423,False,False
